id,fir_number,station_id,crime_type,ipc_sections,district,taluk,lat,lng,occurred_at,reported_at,status,severity,modus,description
109,104050010202500003,10,Burglary,"IPC 454, IPC 457",Belagavi,,15.8155188544726,74.55790154993049,2025-06-28 00:00:00,2025-06-28 00:00:00,charge_sheeted,medium,night_break_in,Burglary reported under rural limits of Belagavi. Modus operandi: night break in.
110,104040007202500003,7,Assault,"IPC 324, IPC 326",Hubballi-Dharwad,,15.449011124742961,75.19913616122305,2025-05-26 00:00:00,2025-05-28 00:00:00,charge_sheeted,medium,street_fight,Assault reported under city limits of Hubballi-Dharwad. Modus operandi: street fight.
111,304040007202600002,7,Murder,IPC 302,Hubballi-Dharwad,,15.30518776391428,75.19853782380092,2026-06-08 00:00:00,2026-06-11 00:00:00,registered,critical,personal_enmity,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
112,104100020202600002,20,Vehicle Theft,IPC 379,Tumakuru,,13.265400329036265,77.1724786841033,2026-06-23 00:00:00,2026-06-24 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Tumakuru. Modus operandi: vehicle lifting.
113,104060012202500002,12,Robbery,IPC 392,Kalaburagi,,17.364450590319745,76.82166599334981,2025-06-27 00:00:00,2025-06-29 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under rural limits of Kalaburagi. Modus operandi: two wheeler getaway.
114,104110022202500003,22,House Theft,IPC 380,Udupi,,13.263471684853174,74.78525786274615,2025-08-27 00:00:00,2025-08-27 00:00:00,under_investigation,medium,lock_breaking,House Theft reported under rural limits of Udupi. Modus operandi: lock breaking.
115,104010001202600003,1,Cheating & Fraud,IPC 420,Bengaluru Urban,,13.017428187521547,77.65478555646297,2026-06-18 00:00:00,2026-06-18 00:00:00,closed,medium,impersonation,Cheating & Fraud reported under city limits of Bengaluru Urban. Modus operandi: impersonation.
116,104050009202600003,9,Chain Snatching,"IPC 379, IPC 356",Belagavi,,15.922206226659753,74.53651493187509,2026-03-28 00:00:00,2026-03-31 00:00:00,closed,medium,crowded_market,Chain Snatching reported under city limits of Belagavi. Modus operandi: crowded market.
117,104030006202600002,6,Counterfeiting,IPC 489A,Dakshina Kannada,,12.886466123786196,74.80349974857084,2026-04-03 00:00:00,2026-04-03 00:00:00,charge_sheeted,high,syndicate,Counterfeiting reported under rural limits of Dakshina Kannada. Modus operandi: syndicate.
118,104120023202600003,23,Robbery,IPC 392,Mandya,,12.444356007036008,76.8821027494451,2026-04-04 00:00:00,2026-04-04 00:00:00,charge_sheeted,high,two_wheeler_getaway,Robbery reported under city limits of Mandya. Modus operandi: two wheeler getaway.
119,104110022202500004,22,Robbery,IPC 392,Udupi,,13.355262689815461,74.82233725317325,2025-11-07 00:00:00,2025-11-09 00:00:00,under_investigation,high,two_wheeler_getaway,Robbery reported under rural limits of Udupi. Modus operandi: two wheeler getaway.
120,104070013202600002,13,Counterfeiting,IPC 489A,Ballari,,15.147983927741274,76.97107495142482,2026-03-17 00:00:00,2026-03-18 00:00:00,under_investigation,high,syndicate,Counterfeiting reported under city limits of Ballari. Modus operandi: syndicate.
121,104030005202600005,5,Chain Snatching,"IPC 379, IPC 356",Dakshina Kannada,,12.973336725317314,74.85455823948047,2026-02-09 00:00:00,2026-02-09 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under city limits of Dakshina Kannada. Modus operandi: crowded market.
122,104120024202500002,24,Cybercrime,"ITACT 66C, ITACT 66D",Mandya,,12.535353613230585,76.85312610210813,2025-12-07 00:00:00,2025-12-08 00:00:00,under_investigation,medium,impersonation,Cybercrime reported under rural limits of Mandya. Modus operandi: impersonation.
123,104090017202600005,17,Vehicle Theft,IPC 379,Shivamogga,,13.904708261096477,75.60150514951852,2026-04-09 00:00:00,2026-04-12 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Shivamogga. Modus operandi: vehicle lifting.
124,104090017202600006,17,Vehicle Theft,IPC 379,Shivamogga,,13.889600700379908,75.51963997266665,2026-03-17 00:00:00,2026-03-18 00:00:00,charge_sheeted,medium,duplicate_key,Vehicle Theft reported under city limits of Shivamogga. Modus operandi: duplicate key.
125,304120023202500001,23,House Theft,IPC 380,Mandya,,12.508332255864701,76.86286775943785,2025-04-16 00:00:00,2025-04-16 00:00:00,charge_sheeted,medium,insider_info,House Theft reported under city limits of Mandya. Modus operandi: insider info.
126,104080015202600005,15,Chain Snatching,"IPC 379, IPC 356",Vijayapura,,16.79971970830094,75.63130140193738,2026-05-27 00:00:00,2026-05-30 00:00:00,under_investigation,medium,two_wheeler_getaway,Chain Snatching reported under city limits of Vijayapura. Modus operandi: two wheeler getaway.
127,104080015202500004,15,Chain Snatching,"IPC 379, IPC 356",Vijayapura,,16.79714055176806,75.67004688002169,2025-07-02 00:00:00,2025-07-02 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under city limits of Vijayapura. Modus operandi: crowded market.
128,104060011202500003,11,Chain Snatching,"IPC 379, IPC 356",Kalaburagi,,17.355191682458667,76.75241154488474,2025-09-11 00:00:00,2025-09-11 00:00:00,registered,medium,two_wheeler_getaway,Chain Snatching reported under city limits of Kalaburagi. Modus operandi: two wheeler getaway.
129,104030006202500002,6,Vehicle Theft,IPC 379,Dakshina Kannada,,12.927807796214148,74.8316509418087,2025-01-26 00:00:00,2025-01-28 00:00:00,registered,medium,duplicate_key,Vehicle Theft reported under rural limits of Dakshina Kannada. Modus operandi: duplicate key.
130,104110021202500006,21,Cheating & Fraud,IPC 420,Udupi,,13.363722314519435,74.8054854114497,2025-12-07 00:00:00,2025-12-09 00:00:00,under_investigation,medium,impersonation,Cheating & Fraud reported under city limits of Udupi. Modus operandi: impersonation.
131,104070013202600003,13,Rioting,"IPC 147, IPC 148",Ballari,,15.132737957747281,77.00087203285527,2026-01-08 00:00:00,2026-01-11 00:00:00,under_investigation,medium,mob,Rioting reported under city limits of Ballari. Modus operandi: mob.
132,104060012202600004,12,Burglary,"IPC 454, IPC 457",Kalaburagi,,17.319472409293798,76.85373303694483,2026-06-23 00:00:00,2026-06-25 00:00:00,charge_sheeted,medium,night_break_in,Burglary reported under rural limits of Kalaburagi. Modus operandi: night break in.
133,104060011202500004,11,House Theft,IPC 380,Kalaburagi,,17.28894089578446,76.86559359949845,2025-07-09 00:00:00,2025-07-10 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under city limits of Kalaburagi. Modus operandi: lock breaking.
134,104030005202600006,5,Vehicle Theft,IPC 379,Dakshina Kannada,,12.989362606339528,74.90033483492117,2026-02-13 00:00:00,2026-02-14 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Dakshina Kannada. Modus operandi: vehicle lifting.
135,804080016202600001,16,Robbery,IPC 392,Vijayapura,,16.818578029828892,75.66272150254342,2026-03-22 00:00:00,2026-03-22 00:00:00,charge_sheeted,high,two_wheeler_getaway,Robbery reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
136,804040007202500001,7,Murder,IPC 302,Hubballi-Dharwad,,15.289577774990162,75.13186139867733,2025-08-21 00:00:00,2025-08-23 00:00:00,under_investigation,critical,personal_enmity,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
137,104070013202500002,13,Assault,"IPC 324, IPC 326",Ballari,,15.115136493128352,76.91405302080662,2025-10-11 00:00:00,2025-10-11 00:00:00,under_investigation,medium,street_fight,Assault reported under city limits of Ballari. Modus operandi: street fight.
138,104030005202600007,5,Murder,IPC 302,Dakshina Kannada,,12.942055559408292,74.84534102324768,2026-05-26 00:00:00,2026-05-29 00:00:00,charge_sheeted,critical,personal_enmity,Murder reported under city limits of Dakshina Kannada. Modus operandi: personal enmity.
139,104090017202500002,17,House Theft,IPC 380,Shivamogga,,13.946499978148006,75.62263646452632,2025-12-06 00:00:00,2025-12-06 00:00:00,registered,medium,lock_breaking,House Theft reported under city limits of Shivamogga. Modus operandi: lock breaking.
140,104080016202600002,16,Chain Snatching,"IPC 379, IPC 356",Vijayapura,,16.819891859330053,75.67040886742994,2026-02-24 00:00:00,2026-02-27 00:00:00,charge_sheeted,medium,two_wheeler_getaway,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
141,104020003202600006,3,Drug Trafficking,"NDPS 20, NDPS 22",Mysuru,,12.21155482071843,76.69926102811526,2026-02-01 00:00:00,2026-02-02 00:00:00,registered,high,drug_courier,Drug Trafficking reported under city limits of Mysuru. Modus operandi: drug courier.
142,104040008202600004,8,Rioting,"IPC 147, IPC 148",Hubballi-Dharwad,,15.343390482503734,75.16838753995113,2026-05-08 00:00:00,2026-05-08 00:00:00,registered,medium,mob,Rioting reported under rural limits of Hubballi-Dharwad. Modus operandi: mob.
143,104120023202600004,23,Cybercrime,"ITACT 66C, ITACT 66D",Mandya,,12.495201804931462,76.83228057709951,2026-04-20 00:00:00,2026-04-20 00:00:00,under_investigation,medium,fake_upi_link,Cybercrime reported under city limits of Mandya. Modus operandi: fake upi link.
144,104110021202600002,21,Vehicle Theft,IPC 379,Udupi,,13.339054414682648,74.67088259375691,2026-03-16 00:00:00,2026-03-16 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Udupi. Modus operandi: vehicle lifting.
145,104050009202600004,9,Murder,IPC 302,Belagavi,,15.886168205056153,74.53612628188431,2026-01-22 00:00:00,2026-01-23 00:00:00,under_investigation,critical,premeditated,Murder reported under city limits of Belagavi. Modus operandi: premeditated.
146,104040008202500001,8,Dacoity,IPC 395,Hubballi-Dharwad,,15.400572638984583,75.12184607753157,2025-10-31 00:00:00,2025-11-01 00:00:00,closed,critical,armed_robbery,Dacoity reported under rural limits of Hubballi-Dharwad. Modus operandi: armed robbery.
147,104060011202600004,11,Vehicle Theft,IPC 379,Kalaburagi,,17.28335406219382,76.80984644286167,2026-05-17 00:00:00,2026-05-17 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Kalaburagi. Modus operandi: vehicle lifting.
148,104010002202600002,2,Kidnapping,"IPC 363, IPC 365",Bengaluru Urban,,12.991233105346002,77.60566232805643,2026-05-23 00:00:00,2026-05-24 00:00:00,under_investigation,high,ransom,Kidnapping reported under rural limits of Bengaluru Urban. Modus operandi: ransom.
149,104100020202600003,20,Robbery,IPC 392,Tumakuru,,13.427553367777355,77.17996831960063,2026-01-24 00:00:00,2026-01-26 00:00:00,charge_sheeted,high,two_wheeler_getaway,Robbery reported under rural limits of Tumakuru. Modus operandi: two wheeler getaway.
150,304050010202500001,10,Vehicle Theft,IPC 379,Belagavi,,15.927212434041127,74.51305329259466,2025-04-10 00:00:00,2025-04-10 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Belagavi. Modus operandi: vehicle lifting.
151,104120024202600001,24,Vehicle Theft,IPC 379,Mandya,,12.452687428100221,76.85892780478075,2026-01-31 00:00:00,2026-02-03 00:00:00,charge_sheeted,medium,duplicate_key,Vehicle Theft reported under rural limits of Mandya. Modus operandi: duplicate key.
152,104070013202500003,13,Chain Snatching,"IPC 379, IPC 356",Ballari,,15.087137455237658,76.87353634713088,2025-09-30 00:00:00,2025-09-30 00:00:00,registered,medium,crowded_market,Chain Snatching reported under city limits of Ballari. Modus operandi: crowded market.
153,104050009202600005,9,Rioting,"IPC 147, IPC 148",Belagavi,,15.938592435892485,74.4354428351296,2026-03-14 00:00:00,2026-03-17 00:00:00,under_investigation,medium,mob,Rioting reported under city limits of Belagavi. Modus operandi: mob.
154,104090017202500003,17,Kidnapping,"IPC 363, IPC 365",Shivamogga,,13.989240737946332,75.49679517444633,2025-01-23 00:00:00,2025-01-23 00:00:00,charge_sheeted,high,ransom,Kidnapping reported under city limits of Shivamogga. Modus operandi: ransom.
155,104060012202600005,12,Attempt to Murder,IPC 307,Kalaburagi,,17.30723038242925,76.80651586756873,2026-01-26 00:00:00,2026-01-29 00:00:00,under_investigation,high,gang_rivalry,Attempt to Murder reported under rural limits of Kalaburagi. Modus operandi: gang rivalry.
156,104090017202600007,17,Robbery,IPC 392,Shivamogga,,13.946308076109364,75.51408843954503,2026-05-19 00:00:00,2026-05-22 00:00:00,charge_sheeted,high,armed_robbery,Robbery reported under city limits of Shivamogga. Modus operandi: armed robbery.
157,104060012202600006,12,Burglary,"IPC 454, IPC 457",Kalaburagi,,17.356124864130095,76.83509883359372,2026-06-25 00:00:00,2026-06-27 00:00:00,under_investigation,medium,night_break_in,Burglary reported under rural limits of Kalaburagi. Modus operandi: night break in.
158,304090017202600001,17,Rioting,"IPC 147, IPC 148",Shivamogga,,13.98908163789902,75.65194162073489,2026-01-21 00:00:00,2026-01-21 00:00:00,under_investigation,medium,mob,Rioting reported under city limits of Shivamogga. Modus operandi: mob.
159,104040008202600005,8,Cheating & Fraud,IPC 420,Hubballi-Dharwad,,15.441114022091774,75.15152494709565,2026-05-02 00:00:00,2026-05-02 00:00:00,charge_sheeted,medium,impersonation,Cheating & Fraud reported under rural limits of Hubballi-Dharwad. Modus operandi: impersonation.
160,104020003202500005,3,House Theft,IPC 380,Mysuru,,12.247498610619642,76.5627269395493,2025-11-03 00:00:00,2025-11-06 00:00:00,under_investigation,medium,lock_breaking,House Theft reported under city limits of Mysuru. Modus operandi: lock breaking.
161,104100019202500002,19,Counterfeiting,IPC 489A,Tumakuru,,13.260508122243545,77.11081686054375,2025-04-28 00:00:00,2025-04-29 00:00:00,under_investigation,high,fake_currency,Counterfeiting reported under city limits of Tumakuru. Modus operandi: fake currency.
162,104040008202600006,8,Cybercrime,"ITACT 66C, ITACT 66D",Hubballi-Dharwad,,15.441939658916368,75.10532838343735,2026-04-10 00:00:00,2026-04-13 00:00:00,registered,medium,otp_fraud,Cybercrime reported under rural limits of Hubballi-Dharwad. Modus operandi: otp fraud.
163,104080016202500004,16,Chain Snatching,"IPC 379, IPC 356",Vijayapura,,16.889100084826165,75.67015480565838,2025-07-23 00:00:00,2025-07-26 00:00:00,under_investigation,medium,two_wheeler_getaway,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
164,104020004202500001,4,Extortion,IPC 384,Mysuru,,12.22642315621879,76.56321643850356,2025-05-28 00:00:00,2025-05-31 00:00:00,under_investigation,high,gang_operation,Extortion reported under rural limits of Mysuru. Modus operandi: gang operation.
165,104070013202500004,13,Drug Trafficking,"NDPS 20, NDPS 22",Ballari,,15.109261521683633,76.88024670087137,2025-11-11 00:00:00,2025-11-14 00:00:00,registered,high,drug_courier,Drug Trafficking reported under city limits of Ballari. Modus operandi: drug courier.
166,104010001202600004,1,Chain Snatching,"IPC 379, IPC 356",Bengaluru Urban,,13.055433300899715,77.57492613530289,2026-05-06 00:00:00,2026-05-06 00:00:00,under_investigation,medium,two_wheeler_getaway,Chain Snatching reported under city limits of Bengaluru Urban. Modus operandi: two wheeler getaway.
167,104070013202600004,13,Rioting,"IPC 147, IPC 148",Ballari,,15.187021487616562,76.86906658536624,2026-04-13 00:00:00,2026-04-15 00:00:00,registered,medium,mob,Rioting reported under city limits of Ballari. Modus operandi: mob.
168,104020004202500002,4,Burglary,"IPC 454, IPC 457",Mysuru,,12.258939555654488,76.64001411857605,2025-11-16 00:00:00,2025-11-18 00:00:00,under_investigation,medium,lock_breaking,Burglary reported under rural limits of Mysuru. Modus operandi: lock breaking.
169,804020004202500001,4,Vehicle Theft,IPC 379,Mysuru,,12.38055712652318,76.57600363269037,2025-08-19 00:00:00,2025-08-22 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Mysuru. Modus operandi: vehicle lifting.
170,104110022202600002,22,Kidnapping,"IPC 363, IPC 365",Udupi,,13.312930305517837,74.67709044531955,2026-01-26 00:00:00,2026-01-26 00:00:00,under_investigation,high,ransom,Kidnapping reported under rural limits of Udupi. Modus operandi: ransom.
171,104120024202600002,24,Attempt to Murder,IPC 307,Mandya,,12.469669645591825,76.86731292844712,2026-07-02 00:00:00,2026-07-02 00:00:00,under_investigation,high,gang_rivalry,Attempt to Murder reported under rural limits of Mandya. Modus operandi: gang rivalry.
172,104110022202500005,22,Dacoity,IPC 395,Udupi,,13.41977093062047,74.68339941557534,2025-11-30 00:00:00,2025-12-01 00:00:00,charge_sheeted,critical,gang_operation,Dacoity reported under rural limits of Udupi. Modus operandi: gang operation.
173,104110021202600003,21,Chain Snatching,"IPC 379, IPC 356",Udupi,,13.285032418506779,74.70430414573792,2026-06-25 00:00:00,2026-06-27 00:00:00,registered,medium,two_wheeler_getaway,Chain Snatching reported under city limits of Udupi. Modus operandi: two wheeler getaway.
174,104080015202600006,15,Vehicle Theft,IPC 379,Vijayapura,,16.83034979227912,75.66552874776069,2026-03-03 00:00:00,2026-03-06 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Vijayapura. Modus operandi: vehicle lifting.
175,104030005202600008,5,Rioting,"IPC 147, IPC 148",Dakshina Kannada,,12.958843046471848,74.84855946699064,2026-03-31 00:00:00,2026-04-01 00:00:00,under_investigation,medium,mob,Rioting reported under city limits of Dakshina Kannada. Modus operandi: mob.
176,104010002202600003,2,Vehicle Theft,IPC 379,Bengaluru Urban,,12.905643039768004,77.60231657053846,2026-05-28 00:00:00,2026-05-29 00:00:00,under_investigation,medium,duplicate_key,Vehicle Theft reported under rural limits of Bengaluru Urban. Modus operandi: duplicate key.
177,104030006202600003,6,Robbery,IPC 392,Dakshina Kannada,,12.842210304856673,74.91620618570968,2026-03-14 00:00:00,2026-03-17 00:00:00,closed,high,two_wheeler_getaway,Robbery reported under rural limits of Dakshina Kannada. Modus operandi: two wheeler getaway.
178,104060012202600007,12,Chain Snatching,"IPC 379, IPC 356",Kalaburagi,,17.351352060439808,76.85098104129378,2026-06-26 00:00:00,2026-06-29 00:00:00,charge_sheeted,medium,crowded_market,Chain Snatching reported under rural limits of Kalaburagi. Modus operandi: crowded market.
179,104030005202500003,5,Cybercrime,"ITACT 66C, ITACT 66D",Dakshina Kannada,,12.839373115751332,74.85601817217562,2025-07-04 00:00:00,2025-07-07 00:00:00,charge_sheeted,medium,fake_upi_link,Cybercrime reported under city limits of Dakshina Kannada. Modus operandi: fake upi link.
180,104050010202600004,10,House Theft,IPC 380,Belagavi,,15.928725528747588,74.5204416387014,2026-02-24 00:00:00,2026-02-27 00:00:00,registered,medium,lock_breaking,House Theft reported under rural limits of Belagavi. Modus operandi: lock breaking.
181,104100020202500002,20,Cybercrime,"ITACT 66C, ITACT 66D",Tumakuru,,13.29873493163809,77.16210912273284,2025-02-14 00:00:00,2025-02-15 00:00:00,charge_sheeted,medium,impersonation,Cybercrime reported under rural limits of Tumakuru. Modus operandi: impersonation.
182,104060012202600008,12,Chain Snatching,"IPC 379, IPC 356",Kalaburagi,,17.282396179137564,76.86124288582076,2026-04-10 00:00:00,2026-04-12 00:00:00,closed,medium,two_wheeler_getaway,Chain Snatching reported under rural limits of Kalaburagi. Modus operandi: two wheeler getaway.
183,104060012202600009,12,Cheating & Fraud,IPC 420,Kalaburagi,,17.393846865317595,76.84507265145257,2026-03-22 00:00:00,2026-03-22 00:00:00,under_investigation,medium,fake_investment,Cheating & Fraud reported under rural limits of Kalaburagi. Modus operandi: fake investment.
184,104100019202600006,19,Attempt to Murder,IPC 307,Tumakuru,,13.269930744682997,77.08262985675614,2026-06-12 00:00:00,2026-06-15 00:00:00,closed,high,gang_rivalry,Attempt to Murder reported under city limits of Tumakuru. Modus operandi: gang rivalry.
185,104040007202500004,7,Vehicle Theft,IPC 379,Hubballi-Dharwad,,15.283779381618649,75.05424966791738,2025-11-20 00:00:00,2025-11-23 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under city limits of Hubballi-Dharwad. Modus operandi: vehicle lifting.
186,104020004202600002,4,House Theft,IPC 380,Mysuru,,12.299194734319299,76.61418373937774,2026-03-23 00:00:00,2026-03-24 00:00:00,under_investigation,medium,insider_info,House Theft reported under rural limits of Mysuru. Modus operandi: insider info.
187,104060011202500005,11,Extortion,IPC 384,Kalaburagi,,17.369470654579622,76.82745324612428,2025-06-03 00:00:00,2025-06-06 00:00:00,under_investigation,high,threat_call,Extortion reported under city limits of Kalaburagi. Modus operandi: threat call.
188,104040007202500005,7,Rioting,"IPC 147, IPC 148",Hubballi-Dharwad,,15.380185342061147,75.11808915501553,2025-05-01 00:00:00,2025-05-03 00:00:00,under_investigation,medium,communal,Rioting reported under city limits of Hubballi-Dharwad. Modus operandi: communal.
189,104080015202600007,15,Cybercrime,"ITACT 66C, ITACT 66D",Vijayapura,,16.782608362855203,75.79469032761641,2026-04-17 00:00:00,2026-04-20 00:00:00,charge_sheeted,medium,impersonation,Cybercrime reported under city limits of Vijayapura. Modus operandi: impersonation.
190,104030005202600009,5,Cheating & Fraud,IPC 420,Dakshina Kannada,,12.967824350980482,74.80872602487355,2026-05-21 00:00:00,2026-05-23 00:00:00,under_investigation,medium,fake_investment,Cheating & Fraud reported under city limits of Dakshina Kannada. Modus operandi: fake investment.
191,304120024202600001,24,Chain Snatching,"IPC 379, IPC 356",Mandya,,12.603858797755278,76.96043262658138,2026-06-05 00:00:00,2026-06-08 00:00:00,closed,medium,crowded_market,Chain Snatching reported under rural limits of Mandya. Modus operandi: crowded market.
192,104120024202600003,24,Counterfeiting,IPC 489A,Mandya,,12.586643176698312,76.89281055660881,2026-04-21 00:00:00,2026-04-21 00:00:00,closed,high,fake_currency,Counterfeiting reported under rural limits of Mandya. Modus operandi: fake currency.
193,104030006202600004,6,Cheating & Fraud,IPC 420,Dakshina Kannada,,12.856740048600733,74.9243466805145,2026-04-20 00:00:00,2026-04-20 00:00:00,charge_sheeted,medium,fake_investment,Cheating & Fraud reported under rural limits of Dakshina Kannada. Modus operandi: fake investment.
194,104040008202600007,8,Kidnapping,"IPC 363, IPC 365",Hubballi-Dharwad,,15.290926275856606,75.07862730177678,2026-05-06 00:00:00,2026-05-08 00:00:00,under_investigation,high,personal_enmity,Kidnapping reported under rural limits of Hubballi-Dharwad. Modus operandi: personal enmity.
195,104060012202500003,12,Kidnapping,"IPC 363, IPC 365",Kalaburagi,,17.347777742713504,76.9060950364668,2025-07-21 00:00:00,2025-07-21 00:00:00,under_investigation,high,personal_enmity,Kidnapping reported under rural limits of Kalaburagi. Modus operandi: personal enmity.
196,304110022202600001,22,Extortion,IPC 384,Udupi,,13.251472344637476,74.73537506782486,2026-02-19 00:00:00,2026-02-22 00:00:00,under_investigation,high,gang_operation,Extortion reported under rural limits of Udupi. Modus operandi: gang operation.
197,104080016202500005,16,Cheating & Fraud,IPC 420,Vijayapura,,16.882260084166006,75.72894877181854,2025-06-03 00:00:00,2025-06-04 00:00:00,charge_sheeted,medium,fake_investment,Cheating & Fraud reported under rural limits of Vijayapura. Modus operandi: fake investment.
198,104080016202600003,16,Cybercrime,"ITACT 66C, ITACT 66D",Vijayapura,,16.78192878907528,75.62185451271478,2026-07-06 00:00:00,2026-07-09 00:00:00,under_investigation,medium,impersonation,Cybercrime reported under rural limits of Vijayapura. Modus operandi: impersonation.
199,104100020202500003,20,Murder,IPC 302,Tumakuru,,13.37562497403901,77.07334515631217,2025-04-02 00:00:00,2025-04-02 00:00:00,charge_sheeted,critical,premeditated,Murder reported under rural limits of Tumakuru. Modus operandi: premeditated.
200,804090018202500001,18,Chain Snatching,"IPC 379, IPC 356",Shivamogga,,13.844633401536942,75.58445334429331,2025-04-02 00:00:00,2025-04-05 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under rural limits of Shivamogga. Modus operandi: crowded market.
201,104110021202600004,21,Vehicle Theft,IPC 379,Udupi,,13.260821568594872,74.6836600959491,2026-07-14 00:00:00,2026-07-15 00:00:00,charge_sheeted,medium,vehicle_lifting,Vehicle Theft reported under city limits of Udupi. Modus operandi: vehicle lifting.
202,104100020202500004,20,Drug Trafficking,"NDPS 20, NDPS 22",Tumakuru,,13.2672897631485,77.05662241345756,2025-11-18 00:00:00,2025-11-18 00:00:00,charge_sheeted,high,drug_courier,Drug Trafficking reported under rural limits of Tumakuru. Modus operandi: drug courier.
203,104070014202600002,14,Counterfeiting,IPC 489A,Ballari,,15.086530234339275,76.99985418570564,2026-04-09 00:00:00,2026-04-12 00:00:00,under_investigation,high,syndicate,Counterfeiting reported under rural limits of Ballari. Modus operandi: syndicate.
204,104090017202600008,17,Chain Snatching,"IPC 379, IPC 356",Shivamogga,,13.937902948737703,75.50550720721428,2026-03-19 00:00:00,2026-03-22 00:00:00,under_investigation,medium,crowded_market,Chain Snatching reported under city limits of Shivamogga. Modus operandi: crowded market.
205,104050009202600006,9,Robbery,IPC 392,Belagavi,,15.911875034289249,74.5426545141356,2026-04-30 00:00:00,2026-05-02 00:00:00,under_investigation,high,armed_robbery,Robbery reported under city limits of Belagavi. Modus operandi: armed robbery.
206,104020003202500006,3,Cybercrime,"ITACT 66C, ITACT 66D",Mysuru,,12.263030735938065,76.64276322414688,2025-09-21 00:00:00,2025-09-23 00:00:00,under_investigation,medium,fake_upi_link,Cybercrime reported under city limits of Mysuru. Modus operandi: fake upi link.
207,104040007202600006,7,Extortion,IPC 384,Hubballi-Dharwad,,15.41698535037022,75.16531996757351,2026-06-04 00:00:00,2026-06-05 00:00:00,closed,high,gang_operation,Extortion reported under city limits of Hubballi-Dharwad. Modus operandi: gang operation.
208,804010001202500001,1,Cheating & Fraud,IPC 420,Bengaluru Urban,,13.052559611372091,77.63382927788925,2025-08-30 00:00:00,2025-09-01 00:00:00,closed,medium,fake_investment,Cheating & Fraud reported under city limits of Bengaluru Urban. Modus operandi: fake investment.
209,104010002202600004,2,House Theft,IPC 380,Bengaluru Urban,,12.98843809854556,77.53749695900399,2026-06-08 00:00:00,2026-06-10 00:00:00,charge_sheeted,medium,lock_breaking,House Theft reported under rural limits of Bengaluru Urban. Modus operandi: lock breaking.
210,104030005202600010,5,Extortion,IPC 384,Dakshina Kannada,,12.983408790145441,74.89546393957826,2026-05-02 00:00:00,2026-05-03 00:00:00,closed,high,gang_operation,Extortion reported under city limits of Dakshina Kannada. Modus operandi: gang operation.
211,104080016202500006,16,Cheating & Fraud,IPC 420,Vijayapura,,16.810621599354597,75.72491086624096,2025-05-29 00:00:00,2025-05-29 00:00:00,under_investigation,medium,fake_investment,Cheating & Fraud reported under rural limits of Vijayapura. Modus operandi: fake investment.
212,104050010202600005,10,Murder,IPC 302,Belagavi,,15.851172713672556,74.47038649982288,2026-07-10 00:00:00,2026-07-13 00:00:00,under_investigation,critical,personal_enmity,Murder reported under rural limits of Belagavi. Modus operandi: personal enmity.
213,804020003202500001,3,House Theft,IPC 380,Mysuru,,12.361227536135539,76.5633375575492,2025-04-06 00:00:00,2025-04-08 00:00:00,closed,medium,insider_info,House Theft reported under city limits of Mysuru. Modus operandi: insider info.
214,104070013202500005,13,Assault,"IPC 324, IPC 326",Ballari,,15.208924048818275,76.97597063913811,2025-05-16 00:00:00,2025-05-16 00:00:00,under_investigation,medium,street_fight,Assault reported under city limits of Ballari. Modus operandi: street fight.
215,104010002202500001,2,Vehicle Theft,IPC 379,Bengaluru Urban,,12.967884319171683,77.54987647150215,2025-07-24 00:00:00,2025-07-27 00:00:00,under_investigation,medium,duplicate_key,Vehicle Theft reported under rural limits of Bengaluru Urban. Modus operandi: duplicate key.
216,104110021202500007,21,Murder,IPC 302,Udupi,,13.397775630114227,74.75092198384962,2025-02-06 00:00:00,2025-02-09 00:00:00,under_investigation,critical,personal_enmity,Murder reported under city limits of Udupi. Modus operandi: personal enmity.
217,104070014202600003,14,Vehicle Theft,IPC 379,Ballari,,15.102443932681904,76.9619309601687,2026-06-30 00:00:00,2026-06-30 00:00:00,under_investigation,medium,vehicle_lifting,Vehicle Theft reported under rural limits of Ballari. Modus operandi: vehicle lifting.
