id,source_type,source_id,target_type,target_id,rel_type,confidence,frequency,note
558,criminal,11,fir,392,involved_in,0.9,1,
559,criminal,1,fir,393,involved_in,0.9,1,
560,criminal,35,fir,393,involved_in,0.9,1,
561,criminal,11,fir,394,involved_in,0.9,1,
562,criminal,35,fir,394,involved_in,0.9,1,
563,criminal,26,fir,394,involved_in,0.9,1,
564,criminal,3,fir,396,involved_in,0.9,1,
565,criminal,14,fir,396,involved_in,0.9,1,
566,criminal,40,fir,396,involved_in,0.9,1,
567,criminal,24,fir,400,involved_in,0.9,1,
568,criminal,45,fir,402,involved_in,0.9,1,
569,criminal,34,fir,402,involved_in,0.9,1,
570,criminal,27,fir,403,involved_in,0.9,1,
571,criminal,32,fir,403,involved_in,0.9,1,
572,criminal,66,fir,403,involved_in,0.9,1,
573,criminal,62,fir,404,involved_in,0.9,1,
574,criminal,50,fir,405,involved_in,0.9,1,
575,criminal,9,fir,405,involved_in,0.9,1,
576,criminal,1,fir,405,involved_in,0.9,1,
577,criminal,36,fir,406,involved_in,0.9,1,
578,criminal,10,fir,406,involved_in,0.9,1,
579,criminal,65,fir,406,involved_in,0.9,1,
580,criminal,43,fir,407,involved_in,0.9,1,
581,criminal,21,fir,407,involved_in,0.9,1,
582,criminal,29,fir,408,involved_in,0.9,1,
583,criminal,66,fir,409,involved_in,0.9,1,
584,criminal,38,fir,410,involved_in,0.9,1,
585,criminal,46,fir,410,involved_in,0.9,1,
586,criminal,58,fir,411,involved_in,0.9,1,
587,criminal,53,fir,414,involved_in,0.9,1,
588,criminal,47,fir,414,involved_in,0.9,1,
589,criminal,35,fir,417,involved_in,0.9,1,
590,criminal,30,fir,418,involved_in,0.9,1,
591,criminal,22,fir,418,involved_in,0.9,1,
592,criminal,15,fir,419,involved_in,0.9,1,
593,criminal,38,fir,421,involved_in,0.9,1,
594,criminal,50,fir,421,involved_in,0.9,1,
595,criminal,43,fir,422,involved_in,0.9,1,
596,criminal,29,fir,422,involved_in,0.9,1,
597,criminal,23,fir,422,involved_in,0.9,1,
598,criminal,22,fir,424,involved_in,0.9,1,
599,criminal,55,fir,425,involved_in,0.9,1,
600,criminal,3,fir,426,involved_in,0.9,1,
601,criminal,53,fir,426,involved_in,0.9,1,
602,criminal,55,fir,429,involved_in,0.9,1,
603,criminal,27,fir,429,involved_in,0.9,1,
604,criminal,23,fir,430,involved_in,0.9,1,
605,criminal,53,fir,430,involved_in,0.9,1,
606,criminal,37,fir,431,involved_in,0.9,1,
607,criminal,58,fir,431,involved_in,0.9,1,
608,criminal,55,fir,431,involved_in,0.9,1,
609,criminal,18,fir,433,involved_in,0.9,1,
610,criminal,21,fir,433,involved_in,0.9,1,
611,criminal,49,fir,434,involved_in,0.9,1,
612,criminal,43,fir,435,involved_in,0.9,1,
613,criminal,44,fir,436,involved_in,0.9,1,
614,criminal,25,fir,437,involved_in,0.9,1,
615,criminal,57,fir,437,involved_in,0.9,1,
616,criminal,34,fir,437,involved_in,0.9,1,
617,criminal,53,fir,438,involved_in,0.9,1,
618,criminal,37,fir,438,involved_in,0.9,1,
619,criminal,62,fir,439,involved_in,0.9,1,
620,criminal,48,fir,440,involved_in,0.9,1,
621,criminal,38,fir,441,involved_in,0.9,1,
622,criminal,56,fir,442,involved_in,0.9,1,
623,criminal,55,fir,442,involved_in,0.9,1,
624,criminal,28,fir,443,involved_in,0.9,1,
625,criminal,49,fir,443,involved_in,0.9,1,
626,criminal,17,fir,446,involved_in,0.9,1,
627,criminal,26,fir,447,involved_in,0.9,1,
628,criminal,11,fir,447,involved_in,0.9,1,
629,criminal,66,fir,447,involved_in,0.9,1,
630,criminal,17,fir,449,involved_in,0.9,1,
631,criminal,10,fir,449,involved_in,0.9,1,
632,criminal,60,fir,449,involved_in,0.9,1,
633,criminal,23,fir,450,involved_in,0.9,1,
634,criminal,51,fir,451,involved_in,0.9,1,
635,criminal,35,fir,451,involved_in,0.9,1,
636,criminal,26,fir,452,involved_in,0.9,1,
637,criminal,1,fir,453,involved_in,0.9,1,
638,criminal,59,fir,453,involved_in,0.9,1,
639,criminal,13,fir,454,involved_in,0.9,1,
640,criminal,20,fir,454,involved_in,0.9,1,
641,criminal,3,fir,455,involved_in,0.9,1,
642,criminal,10,fir,457,involved_in,0.9,1,
643,criminal,40,fir,459,involved_in,0.9,1,
644,criminal,24,fir,460,involved_in,0.9,1,
645,criminal,64,fir,460,involved_in,0.9,1,
646,criminal,62,fir,460,involved_in,0.9,1,
647,criminal,15,fir,461,involved_in,0.9,1,
648,criminal,42,fir,461,involved_in,0.9,1,
649,criminal,12,fir,461,involved_in,0.9,1,
650,criminal,48,fir,462,involved_in,0.9,1,
651,criminal,59,fir,462,involved_in,0.9,1,
652,criminal,64,fir,463,involved_in,0.9,1,
653,criminal,28,fir,463,involved_in,0.9,1,
654,criminal,53,fir,463,involved_in,0.9,1,
655,criminal,33,fir,464,involved_in,0.9,1,
656,criminal,70,fir,464,involved_in,0.9,1,
657,criminal,50,fir,464,involved_in,0.9,1,
658,criminal,15,fir,465,involved_in,0.9,1,
659,criminal,68,fir,465,involved_in,0.9,1,
660,criminal,55,fir,465,involved_in,0.9,1,
661,criminal,29,fir,466,involved_in,0.9,1,
662,criminal,16,fir,466,involved_in,0.9,1,
663,criminal,27,fir,467,involved_in,0.9,1,
664,criminal,48,fir,467,involved_in,0.9,1,
665,criminal,56,fir,468,involved_in,0.9,1,
666,criminal,9,fir,470,involved_in,0.9,1,
667,criminal,64,fir,471,involved_in,0.9,1,
668,criminal,48,fir,471,involved_in,0.9,1,
669,criminal,24,fir,471,involved_in,0.9,1,
670,criminal,52,fir,473,involved_in,0.9,1,
671,criminal,66,fir,473,involved_in,0.9,1,
672,criminal,43,fir,474,involved_in,0.9,1,
673,criminal,69,fir,476,involved_in,0.9,1,
674,criminal,6,fir,479,involved_in,0.9,1,
675,criminal,39,fir,479,involved_in,0.9,1,
676,criminal,66,fir,480,involved_in,0.9,1,
677,criminal,52,fir,481,involved_in,0.9,1,
678,criminal,34,fir,481,involved_in,0.9,1,
679,criminal,63,fir,481,involved_in,0.9,1,
680,criminal,39,fir,482,involved_in,0.9,1,
681,criminal,61,fir,483,involved_in,0.9,1,
682,criminal,30,fir,483,involved_in,0.9,1,
683,criminal,18,fir,485,involved_in,0.9,1,
684,criminal,58,fir,485,involved_in,0.9,1,
685,criminal,6,fir,485,involved_in,0.9,1,
686,criminal,66,fir,486,involved_in,0.9,1,
687,criminal,21,fir,487,involved_in,0.9,1,
688,criminal,65,fir,487,involved_in,0.9,1,
689,criminal,63,fir,487,involved_in,0.9,1,
690,criminal,11,fir,490,involved_in,0.9,1,
691,criminal,44,fir,490,involved_in,0.9,1,
692,criminal,68,fir,490,involved_in,0.9,1,
693,criminal,49,fir,491,involved_in,0.9,1,
694,criminal,65,fir,494,involved_in,0.9,1,
695,criminal,51,fir,495,involved_in,0.9,1,
696,criminal,56,fir,496,involved_in,0.9,1,
697,criminal,64,fir,496,involved_in,0.9,1,
698,criminal,29,fir,496,involved_in,0.9,1,
699,criminal,24,fir,497,involved_in,0.9,1,
700,criminal,50,fir,497,involved_in,0.9,1,
701,criminal,21,fir,499,involved_in,0.9,1,
702,criminal,34,fir,500,involved_in,0.9,1,
703,criminal,22,fir,500,involved_in,0.9,1,
704,criminal,1,phone,1,uses_phone,0.95,37,
705,criminal,1,address,1,resides,0.9,,
706,criminal,1,address,2,resides,0.5,,suspected hideout
707,criminal,2,phone,2,uses_phone,0.95,9,
708,criminal,2,address,3,resides,0.9,,
709,criminal,3,phone,3,uses_phone,0.95,24,
710,criminal,3,phone,4,uses_phone,0.95,37,
711,criminal,3,vehicle,1,uses_vehicle,0.85,5,
712,criminal,3,address,4,resides,0.9,,
713,criminal,4,phone,5,uses_phone,0.95,12,
714,criminal,4,phone,6,uses_phone,0.95,31,
715,criminal,4,vehicle,2,uses_vehicle,0.85,1,
716,criminal,4,address,5,resides,0.9,,
717,criminal,4,address,6,resides,0.5,,suspected hideout
718,criminal,5,phone,7,uses_phone,0.95,7,
719,criminal,5,address,7,resides,0.9,,
720,criminal,6,phone,8,uses_phone,0.95,6,
721,criminal,6,phone,9,uses_phone,0.95,1,
722,criminal,6,vehicle,3,uses_vehicle,0.85,19,
723,criminal,6,address,8,resides,0.9,,
724,criminal,6,address,9,resides,0.5,,suspected hideout
725,criminal,7,phone,10,uses_phone,0.95,25,
726,criminal,7,vehicle,4,uses_vehicle,0.85,2,
727,criminal,7,address,10,resides,0.9,,
728,criminal,8,phone,11,uses_phone,0.95,31,
729,criminal,8,vehicle,5,uses_vehicle,0.85,5,
730,criminal,8,address,11,resides,0.9,,
731,criminal,9,phone,12,uses_phone,0.95,3,
732,criminal,9,vehicle,6,uses_vehicle,0.85,8,
733,criminal,9,address,12,resides,0.9,,
734,criminal,10,phone,13,uses_phone,0.95,15,
735,criminal,10,address,13,resides,0.9,,
736,criminal,11,phone,14,uses_phone,0.95,19,
737,criminal,11,vehicle,7,uses_vehicle,0.85,11,
738,criminal,11,address,14,resides,0.9,,
739,criminal,12,phone,15,uses_phone,0.95,14,
740,criminal,12,vehicle,8,uses_vehicle,0.85,6,
741,criminal,12,address,15,resides,0.9,,
742,criminal,12,address,16,resides,0.5,,suspected hideout
743,criminal,13,phone,16,uses_phone,0.95,3,
744,criminal,13,phone,17,uses_phone,0.95,22,
745,criminal,13,address,17,resides,0.9,,
746,criminal,14,phone,18,uses_phone,0.95,1,
747,criminal,14,phone,19,uses_phone,0.95,40,
748,criminal,14,vehicle,9,uses_vehicle,0.85,14,
749,criminal,14,address,18,resides,0.9,,
750,criminal,15,phone,20,uses_phone,0.95,7,
751,criminal,15,address,19,resides,0.9,,
752,criminal,16,phone,21,uses_phone,0.95,10,
753,criminal,16,phone,22,uses_phone,0.95,40,
754,criminal,16,vehicle,10,uses_vehicle,0.85,14,
755,criminal,16,address,20,resides,0.9,,
756,criminal,16,address,21,resides,0.5,,suspected hideout
757,criminal,17,phone,23,uses_phone,0.95,34,
758,criminal,17,phone,24,uses_phone,0.95,31,
759,criminal,17,vehicle,11,uses_vehicle,0.85,18,
760,criminal,17,address,22,resides,0.9,,
761,criminal,18,phone,25,uses_phone,0.95,26,
762,criminal,18,vehicle,12,uses_vehicle,0.85,20,
763,criminal,18,address,23,resides,0.9,,
764,criminal,18,address,24,resides,0.5,,suspected hideout
765,criminal,19,phone,26,uses_phone,0.95,17,
766,criminal,19,vehicle,13,uses_vehicle,0.85,15,
767,criminal,19,address,25,resides,0.9,,
768,criminal,20,phone,27,uses_phone,0.95,39,
769,criminal,20,address,26,resides,0.9,,
770,criminal,20,address,27,resides,0.5,,suspected hideout
771,criminal,21,phone,28,uses_phone,0.95,28,
772,criminal,21,address,28,resides,0.9,,
773,criminal,22,phone,29,uses_phone,0.95,19,
774,criminal,22,phone,30,uses_phone,0.95,39,
775,criminal,22,vehicle,14,uses_vehicle,0.85,7,
776,criminal,22,address,29,resides,0.9,,
777,criminal,23,phone,31,uses_phone,0.95,34,
778,criminal,23,phone,32,uses_phone,0.95,19,
779,criminal,23,vehicle,15,uses_vehicle,0.85,4,
780,criminal,23,address,30,resides,0.9,,
781,criminal,23,address,31,resides,0.5,,suspected hideout
782,criminal,24,phone,33,uses_phone,0.95,24,
783,criminal,24,vehicle,16,uses_vehicle,0.85,19,
784,criminal,24,address,32,resides,0.9,,
785,criminal,24,address,33,resides,0.5,,suspected hideout
786,criminal,25,phone,34,uses_phone,0.95,12,
787,criminal,25,address,34,resides,0.9,,
788,criminal,26,phone,35,uses_phone,0.95,30,
789,criminal,26,vehicle,17,uses_vehicle,0.85,19,
790,criminal,26,address,35,resides,0.9,,
791,criminal,27,phone,36,uses_phone,0.95,2,
792,criminal,27,phone,37,uses_phone,0.95,11,
793,criminal,27,vehicle,18,uses_vehicle,0.85,13,
794,criminal,27,address,36,resides,0.9,,
795,criminal,27,address,37,resides,0.5,,suspected hideout
796,criminal,28,phone,38,uses_phone,0.95,29,
797,criminal,28,vehicle,19,uses_vehicle,0.85,20,
798,criminal,28,address,38,resides,0.9,,
799,criminal,29,phone,39,uses_phone,0.95,13,
800,criminal,29,phone,40,uses_phone,0.95,35,
801,criminal,29,address,39,resides,0.9,,
802,criminal,29,address,40,resides,0.5,,suspected hideout
803,criminal,30,phone,41,uses_phone,0.95,28,
804,criminal,30,phone,42,uses_phone,0.95,24,
805,criminal,30,address,41,resides,0.9,,
806,criminal,30,address,42,resides,0.5,,suspected hideout
807,criminal,31,phone,43,uses_phone,0.95,2,
808,criminal,31,address,43,resides,0.9,,
809,criminal,32,phone,44,uses_phone,0.95,20,
810,criminal,32,phone,45,uses_phone,0.95,27,
811,criminal,32,vehicle,20,uses_vehicle,0.85,18,
812,criminal,32,address,44,resides,0.9,,
813,criminal,32,address,45,resides,0.5,,suspected hideout
814,criminal,33,phone,46,uses_phone,0.95,22,
815,criminal,33,address,46,resides,0.9,,
816,criminal,33,address,47,resides,0.5,,suspected hideout
817,criminal,34,phone,47,uses_phone,0.95,7,
818,criminal,34,vehicle,21,uses_vehicle,0.85,16,
819,criminal,34,address,48,resides,0.9,,
820,criminal,34,address,49,resides,0.5,,suspected hideout
821,criminal,35,phone,48,uses_phone,0.95,38,
822,criminal,35,address,50,resides,0.9,,
823,criminal,35,address,51,resides,0.5,,suspected hideout
824,criminal,36,phone,49,uses_phone,0.95,38,
825,criminal,36,phone,50,uses_phone,0.95,34,
826,criminal,36,address,52,resides,0.9,,
827,criminal,36,address,53,resides,0.5,,suspected hideout
828,criminal,37,phone,51,uses_phone,0.95,3,
829,criminal,37,vehicle,22,uses_vehicle,0.85,20,
830,criminal,37,address,54,resides,0.9,,
831,criminal,38,phone,52,uses_phone,0.95,20,
832,criminal,38,phone,53,uses_phone,0.95,37,
833,criminal,38,vehicle,23,uses_vehicle,0.85,7,
834,criminal,38,address,55,resides,0.9,,
835,criminal,38,address,56,resides,0.5,,suspected hideout
836,criminal,39,phone,54,uses_phone,0.95,40,
837,criminal,39,vehicle,24,uses_vehicle,0.85,5,
838,criminal,39,address,57,resides,0.9,,
839,criminal,39,address,58,resides,0.5,,suspected hideout
840,criminal,40,phone,55,uses_phone,0.95,15,
841,criminal,40,address,59,resides,0.9,,
842,criminal,40,address,60,resides,0.5,,suspected hideout
843,criminal,41,phone,56,uses_phone,0.95,39,
844,criminal,41,phone,57,uses_phone,0.95,28,
845,criminal,41,vehicle,25,uses_vehicle,0.85,6,
846,criminal,41,address,61,resides,0.9,,
847,criminal,42,phone,58,uses_phone,0.95,7,
848,criminal,42,address,62,resides,0.9,,
849,criminal,42,address,63,resides,0.5,,suspected hideout
850,criminal,43,phone,59,uses_phone,0.95,28,
851,criminal,43,phone,60,uses_phone,0.95,6,
852,criminal,43,vehicle,26,uses_vehicle,0.85,10,
853,criminal,43,address,64,resides,0.9,,
854,criminal,43,address,65,resides,0.5,,suspected hideout
855,criminal,44,phone,61,uses_phone,0.95,7,
856,criminal,44,address,66,resides,0.9,,
857,criminal,45,phone,62,uses_phone,0.95,24,
858,criminal,45,vehicle,27,uses_vehicle,0.85,5,
859,criminal,45,address,67,resides,0.9,,
860,criminal,45,address,68,resides,0.5,,suspected hideout
861,criminal,46,phone,63,uses_phone,0.95,16,
862,criminal,46,vehicle,28,uses_vehicle,0.85,1,
863,criminal,46,address,69,resides,0.9,,
864,criminal,46,address,70,resides,0.5,,suspected hideout
865,criminal,47,phone,64,uses_phone,0.95,19,
866,criminal,47,address,71,resides,0.9,,
867,criminal,48,phone,65,uses_phone,0.95,16,
868,criminal,48,phone,66,uses_phone,0.95,18,
869,criminal,48,address,72,resides,0.9,,
870,criminal,49,phone,67,uses_phone,0.95,40,
871,criminal,49,address,73,resides,0.9,,
872,criminal,50,phone,68,uses_phone,0.95,18,
873,criminal,50,phone,69,uses_phone,0.95,20,
874,criminal,50,address,74,resides,0.9,,
875,criminal,51,phone,70,uses_phone,0.95,39,
876,criminal,51,phone,71,uses_phone,0.95,33,
877,criminal,51,vehicle,29,uses_vehicle,0.85,14,
878,criminal,51,address,75,resides,0.9,,
879,criminal,51,address,76,resides,0.5,,suspected hideout
880,criminal,52,phone,72,uses_phone,0.95,18,
881,criminal,52,vehicle,30,uses_vehicle,0.85,10,
882,criminal,52,address,77,resides,0.9,,
883,criminal,52,address,78,resides,0.5,,suspected hideout
884,criminal,53,phone,73,uses_phone,0.95,27,
885,criminal,53,vehicle,31,uses_vehicle,0.85,7,
886,criminal,53,address,79,resides,0.9,,
887,criminal,53,address,80,resides,0.5,,suspected hideout
888,criminal,54,phone,74,uses_phone,0.95,21,
889,criminal,54,vehicle,32,uses_vehicle,0.85,11,
890,criminal,54,address,81,resides,0.9,,
891,criminal,55,phone,75,uses_phone,0.95,12,
892,criminal,55,phone,76,uses_phone,0.95,24,
893,criminal,55,vehicle,33,uses_vehicle,0.85,17,
894,criminal,55,address,82,resides,0.9,,
895,criminal,56,phone,77,uses_phone,0.95,13,
896,criminal,56,vehicle,34,uses_vehicle,0.85,12,
897,criminal,56,address,83,resides,0.9,,
898,criminal,56,address,84,resides,0.5,,suspected hideout
899,criminal,57,phone,78,uses_phone,0.95,23,
900,criminal,57,vehicle,35,uses_vehicle,0.85,11,
901,criminal,57,address,85,resides,0.9,,
902,criminal,58,phone,79,uses_phone,0.95,16,
903,criminal,58,address,86,resides,0.9,,
904,criminal,58,address,87,resides,0.5,,suspected hideout
905,criminal,59,phone,80,uses_phone,0.95,3,
906,criminal,59,vehicle,36,uses_vehicle,0.85,2,
907,criminal,59,address,88,resides,0.9,,
908,criminal,59,address,89,resides,0.5,,suspected hideout
909,criminal,60,phone,81,uses_phone,0.95,5,
910,criminal,60,address,90,resides,0.9,,
911,criminal,60,address,91,resides,0.5,,suspected hideout
912,criminal,61,phone,82,uses_phone,0.95,12,
913,criminal,61,phone,83,uses_phone,0.95,23,
914,criminal,61,vehicle,37,uses_vehicle,0.85,8,
915,criminal,61,address,92,resides,0.9,,
916,criminal,61,address,93,resides,0.5,,suspected hideout
917,criminal,62,phone,84,uses_phone,0.95,3,
918,criminal,62,phone,85,uses_phone,0.95,24,
919,criminal,62,address,94,resides,0.9,,
920,criminal,63,phone,86,uses_phone,0.95,5,
921,criminal,63,phone,87,uses_phone,0.95,22,
922,criminal,63,vehicle,38,uses_vehicle,0.85,2,
923,criminal,63,address,95,resides,0.9,,
924,criminal,64,phone,88,uses_phone,0.95,37,
925,criminal,64,vehicle,39,uses_vehicle,0.85,19,
926,criminal,64,address,96,resides,0.9,,
927,criminal,65,phone,89,uses_phone,0.95,13,
928,criminal,65,vehicle,40,uses_vehicle,0.85,10,
929,criminal,65,address,97,resides,0.9,,
930,criminal,66,phone,90,uses_phone,0.95,30,
931,criminal,66,phone,91,uses_phone,0.95,30,
932,criminal,66,vehicle,41,uses_vehicle,0.85,3,
933,criminal,66,address,98,resides,0.9,,
934,criminal,67,phone,92,uses_phone,0.95,8,
935,criminal,67,vehicle,42,uses_vehicle,0.85,15,
936,criminal,67,address,99,resides,0.9,,
937,criminal,68,phone,93,uses_phone,0.95,12,
938,criminal,68,vehicle,43,uses_vehicle,0.85,14,
939,criminal,68,address,100,resides,0.9,,
940,criminal,69,phone,94,uses_phone,0.95,26,
941,criminal,69,vehicle,44,uses_vehicle,0.85,19,
942,criminal,69,address,101,resides,0.9,,
943,criminal,70,phone,95,uses_phone,0.95,37,
944,criminal,70,vehicle,45,uses_vehicle,0.85,4,
945,criminal,70,address,102,resides,0.9,,
946,criminal,70,address,103,resides,0.5,,suspected hideout
947,criminal,7,organization,1,member_of,0.8,,
948,criminal,36,organization,1,member_of,0.8,,
949,criminal,28,organization,1,member_of,0.8,,
950,criminal,20,organization,1,member_of,0.8,,
951,criminal,10,organization,1,member_of,0.8,,
952,criminal,64,organization,1,member_of,0.8,,
953,criminal,3,organization,1,member_of,0.8,,
954,criminal,7,criminal,36,associate,0.9010736728669144,20,Co-members of Shivajinagar Crew
955,criminal,7,criminal,20,associate,0.6051137995440513,3,Co-members of Shivajinagar Crew
956,criminal,7,criminal,64,associate,0.9076621548156254,10,Co-members of Shivajinagar Crew
957,criminal,36,criminal,3,associate,0.7792061055661179,12,Co-members of Shivajinagar Crew
958,criminal,28,criminal,20,associate,0.8123098631156608,14,Co-members of Shivajinagar Crew
959,criminal,20,criminal,64,associate,0.6673360100714489,17,Co-members of Shivajinagar Crew
960,criminal,20,criminal,3,associate,0.7210331343812868,10,Co-members of Shivajinagar Crew
961,criminal,10,criminal,64,associate,0.6415911170653998,9,Co-members of Shivajinagar Crew
962,criminal,10,criminal,3,associate,0.7988900188822299,20,Co-members of Shivajinagar Crew
963,criminal,18,organization,2,member_of,0.8,,
964,criminal,7,organization,2,member_of,0.8,,
965,criminal,43,organization,2,member_of,0.8,,
966,criminal,68,organization,2,member_of,0.8,,
967,criminal,26,organization,2,member_of,0.8,,
968,criminal,30,organization,2,member_of,0.8,,
969,criminal,4,organization,2,member_of,0.8,,
970,criminal,18,criminal,7,associate,0.7235884222667663,1,Co-members of KR Market Syndicate
971,criminal,18,criminal,43,associate,0.897360891290009,22,Co-members of KR Market Syndicate
972,criminal,18,criminal,26,associate,0.7280487483367324,21,Co-members of KR Market Syndicate
973,criminal,7,criminal,68,associate,0.6291019952739588,21,Co-members of KR Market Syndicate
974,criminal,7,criminal,26,associate,0.8546668837196194,10,Co-members of KR Market Syndicate
975,criminal,7,criminal,4,associate,0.939174355880823,23,Co-members of KR Market Syndicate
976,criminal,68,criminal,26,associate,0.9257338301977143,18,Co-members of KR Market Syndicate
977,criminal,68,criminal,30,associate,0.6714527825708501,2,Co-members of KR Market Syndicate
978,criminal,68,criminal,4,associate,0.6214311775518581,10,Co-members of KR Market Syndicate
979,criminal,26,criminal,30,associate,0.7967448761803098,9,Co-members of KR Market Syndicate
980,criminal,26,criminal,4,associate,0.652998473844491,24,Co-members of KR Market Syndicate
981,criminal,19,organization,3,member_of,0.8,,
982,criminal,59,organization,3,member_of,0.8,,
983,criminal,70,organization,3,member_of,0.8,,
984,criminal,39,organization,3,member_of,0.8,,
985,criminal,13,organization,3,member_of,0.8,,
986,criminal,21,organization,3,member_of,0.8,,
987,criminal,26,organization,3,member_of,0.8,,
988,criminal,53,organization,3,member_of,0.8,,
989,criminal,19,criminal,59,associate,0.6966835483908653,21,Co-members of Malnad Vehicle Ring
990,criminal,19,criminal,39,associate,0.9373304257984273,13,Co-members of Malnad Vehicle Ring
991,criminal,19,criminal,26,associate,0.8610287098912521,11,Co-members of Malnad Vehicle Ring
992,criminal,59,criminal,39,associate,0.7243960715481079,14,Co-members of Malnad Vehicle Ring
993,criminal,59,criminal,21,associate,0.8505095912609248,15,Co-members of Malnad Vehicle Ring
994,criminal,59,criminal,53,associate,0.7489159357501194,2,Co-members of Malnad Vehicle Ring
995,criminal,70,criminal,39,associate,0.6820173891610466,15,Co-members of Malnad Vehicle Ring
996,criminal,70,criminal,13,associate,0.8073224385734648,15,Co-members of Malnad Vehicle Ring
997,criminal,70,criminal,21,associate,0.6124888288322836,2,Co-members of Malnad Vehicle Ring
998,criminal,39,criminal,21,associate,0.6207601480418816,7,Co-members of Malnad Vehicle Ring
999,criminal,39,criminal,26,associate,0.6829239742946811,10,Co-members of Malnad Vehicle Ring
1000,criminal,39,criminal,53,associate,0.7021788570331409,16,Co-members of Malnad Vehicle Ring
1001,criminal,13,criminal,21,associate,0.93399164150469,7,Co-members of Malnad Vehicle Ring
1002,criminal,13,criminal,26,associate,0.7630729489959776,14,Co-members of Malnad Vehicle Ring
1003,criminal,21,criminal,26,associate,0.6014490857603959,16,Co-members of Malnad Vehicle Ring
1004,criminal,21,criminal,53,associate,0.7218936906196176,10,Co-members of Malnad Vehicle Ring
1005,criminal,32,organization,4,member_of,0.8,,
1006,criminal,49,organization,4,member_of,0.8,,
1007,criminal,7,organization,4,member_of,0.8,,
1008,criminal,28,organization,4,member_of,0.8,,
1009,criminal,16,organization,4,member_of,0.8,,
1010,criminal,32,criminal,49,associate,0.6276940597221256,20,Co-members of Coastal Smugglers
1011,criminal,32,criminal,28,associate,0.9284010169911198,12,Co-members of Coastal Smugglers
1012,criminal,32,criminal,16,associate,0.7831618967233225,19,Co-members of Coastal Smugglers
1013,criminal,49,criminal,7,associate,0.7409420890617184,2,Co-members of Coastal Smugglers
1014,criminal,49,criminal,16,associate,0.876880041300319,24,Co-members of Coastal Smugglers
1015,criminal,7,criminal,28,associate,0.9026993557927199,8,Co-members of Coastal Smugglers
1016,criminal,7,criminal,16,associate,0.6962762017617933,14,Co-members of Coastal Smugglers
1017,criminal,65,organization,5,member_of,0.8,,
1018,criminal,70,organization,5,member_of,0.8,,
1019,criminal,32,organization,5,member_of,0.8,,
1020,criminal,26,organization,5,member_of,0.8,,
1021,criminal,62,organization,5,member_of,0.8,,
1022,criminal,34,organization,5,member_of,0.8,,
1023,criminal,27,organization,5,member_of,0.8,,
1024,criminal,57,organization,5,member_of,0.8,,
1025,criminal,5,organization,5,member_of,0.8,,
1026,criminal,65,criminal,26,associate,0.7338668458163737,9,Co-members of Hubli Chain Gang
1027,criminal,65,criminal,57,associate,0.87911618828075,1,Co-members of Hubli Chain Gang
1028,criminal,65,criminal,5,associate,0.6547346155741252,2,Co-members of Hubli Chain Gang
1029,criminal,70,criminal,32,associate,0.8849875532323495,17,Co-members of Hubli Chain Gang
1030,criminal,70,criminal,62,associate,0.6802891313331201,19,Co-members of Hubli Chain Gang
1031,criminal,70,criminal,34,associate,0.8672470351331867,8,Co-members of Hubli Chain Gang
1032,criminal,70,criminal,27,associate,0.8710272402619011,22,Co-members of Hubli Chain Gang
1033,criminal,70,criminal,57,associate,0.7773598151048645,14,Co-members of Hubli Chain Gang
1034,criminal,70,criminal,5,associate,0.8361972081242128,16,Co-members of Hubli Chain Gang
1035,criminal,32,criminal,62,associate,0.7230832910048774,24,Co-members of Hubli Chain Gang
1036,criminal,32,criminal,34,associate,0.8889966142247431,8,Co-members of Hubli Chain Gang
1037,criminal,32,criminal,5,associate,0.6000617387588135,4,Co-members of Hubli Chain Gang
1038,criminal,26,criminal,34,associate,0.7023835824336856,12,Co-members of Hubli Chain Gang
1039,criminal,26,criminal,27,associate,0.734630654961802,24,Co-members of Hubli Chain Gang
1040,criminal,26,criminal,57,associate,0.8852042044745758,7,Co-members of Hubli Chain Gang
1041,criminal,62,criminal,5,associate,0.9387543053366243,20,Co-members of Hubli Chain Gang
1042,criminal,34,criminal,5,associate,0.7351459928555414,24,Co-members of Hubli Chain Gang
1043,criminal,27,criminal,57,associate,0.8305087586399167,10,Co-members of Hubli Chain Gang
1044,criminal,27,criminal,5,associate,0.8042305954615585,3,Co-members of Hubli Chain Gang
1045,criminal,42,organization,6,member_of,0.8,,
1046,criminal,55,organization,6,member_of,0.8,,
1047,criminal,12,organization,6,member_of,0.8,,
1048,criminal,48,organization,6,member_of,0.8,,
1049,criminal,46,organization,6,member_of,0.8,,
1050,criminal,57,organization,6,member_of,0.8,,
1051,criminal,21,organization,6,member_of,0.8,,
1052,criminal,42,criminal,55,associate,0.817883799469564,4,Co-members of Electronic City Cyber Ring
1053,criminal,55,criminal,48,associate,0.6925312588922679,12,Co-members of Electronic City Cyber Ring
1054,criminal,55,criminal,46,associate,0.7284545358852483,14,Co-members of Electronic City Cyber Ring
1055,criminal,55,criminal,21,associate,0.6921939306426793,22,Co-members of Electronic City Cyber Ring
1056,criminal,12,criminal,48,associate,0.7975120412767864,3,Co-members of Electronic City Cyber Ring
1057,criminal,48,criminal,46,associate,0.6041942547773942,2,Co-members of Electronic City Cyber Ring
1058,criminal,46,criminal,57,associate,0.7717197281657717,3,Co-members of Electronic City Cyber Ring
