CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
110,104040007202500003,202500003,2025-05-28,21,7,1,2,1,9,3,4,2025-05-26 00:00:00,2025-05-27 00:00:00,2025-05-28 00:00:00,15.449011124742961,75.19913616122305,Assault reported under city limits of Hubballi-Dharwad. Modus operandi: street fight.
111,304040007202600002,202600002,2026-06-11,19,7,3,1,1,7,1,,2026-06-08 00:00:00,2026-06-09 00:00:00,2026-06-11 00:00:00,15.30518776391428,75.19853782380092,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
112,104100020202600002,202600002,2026-06-24,58,20,1,2,2,4,2,,2026-06-23 00:00:00,2026-06-24 00:00:00,2026-06-24 00:00:00,13.265400329036265,77.1724786841033,Vehicle Theft reported under rural limits of Tumakuru. Modus operandi: vehicle lifting.
113,104060012202500002,202500002,2025-06-29,36,12,1,1,2,5,2,,2025-06-27 00:00:00,2025-06-28 00:00:00,2025-06-29 00:00:00,17.364450590319745,76.82166599334981,Robbery reported under rural limits of Kalaburagi. Modus operandi: two wheeler getaway.
114,104110022202500003,202500003,2025-08-27,65,22,1,2,2,2,2,,2025-08-27 00:00:00,2025-08-28 00:00:00,2025-08-27 00:00:00,13.263471684853174,74.78525786274615,House Theft reported under rural limits of Udupi. Modus operandi: lock breaking.
115,104010001202600003,202600003,2026-06-18,1,1,1,2,3,10,4,1,2026-06-18 00:00:00,2026-06-19 00:00:00,2026-06-18 00:00:00,13.017428187521547,77.65478555646297,Cheating & Fraud reported under city limits of Bengaluru Urban. Modus operandi: impersonation.
116,104050009202600003,202600003,2026-03-31,26,9,1,2,2,3,4,5,2026-03-28 00:00:00,2026-03-29 00:00:00,2026-03-31 00:00:00,15.922206226659753,74.53651493187509,Chain Snatching reported under city limits of Belagavi. Modus operandi: crowded market.
117,104030006202600002,202600002,2026-04-03,16,6,1,1,3,16,3,3,2026-04-03 00:00:00,2026-04-04 00:00:00,2026-04-03 00:00:00,12.886466123786196,74.80349974857084,Counterfeiting reported under rural limits of Dakshina Kannada. Modus operandi: syndicate.
118,104120023202600003,202600003,2026-04-04,68,23,1,1,2,5,3,12,2026-04-04 00:00:00,2026-04-05 00:00:00,2026-04-04 00:00:00,12.444356007036008,76.8821027494451,Robbery reported under city limits of Mandya. Modus operandi: two wheeler getaway.
119,104110022202500004,202500004,2025-11-09,64,22,1,1,2,5,2,,2025-11-07 00:00:00,2025-11-08 00:00:00,2025-11-09 00:00:00,13.355262689815461,74.82233725317325,Robbery reported under rural limits of Udupi. Modus operandi: two wheeler getaway.
120,104070013202600002,202600002,2026-03-18,39,13,1,1,3,16,2,,2026-03-17 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,15.147983927741274,76.97107495142482,Counterfeiting reported under city limits of Ballari. Modus operandi: syndicate.
121,104030005202600005,202600005,2026-02-09,13,5,1,2,2,3,3,3,2026-02-09 00:00:00,2026-02-10 00:00:00,2026-02-09 00:00:00,12.973336725317314,74.85455823948047,Chain Snatching reported under city limits of Dakshina Kannada. Modus operandi: crowded market.
122,104120024202500002,202500002,2025-12-08,72,24,1,2,4,11,2,,2025-12-07 00:00:00,2025-12-08 00:00:00,2025-12-08 00:00:00,12.535353613230585,76.85312610210813,Cybercrime reported under rural limits of Mandya. Modus operandi: impersonation.
123,104090017202600005,202600005,2026-04-12,51,17,1,2,2,4,2,,2026-04-09 00:00:00,2026-04-10 00:00:00,2026-04-12 00:00:00,13.904708261096477,75.60150514951852,Vehicle Theft reported under city limits of Shivamogga. Modus operandi: vehicle lifting.
124,104090017202600006,202600006,2026-03-18,49,17,1,2,2,4,3,9,2026-03-17 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,13.889600700379908,75.51963997266665,Vehicle Theft reported under city limits of Shivamogga. Modus operandi: duplicate key.
125,304120023202500001,202500001,2025-04-16,68,23,3,2,2,2,3,12,2025-04-16 00:00:00,2025-04-17 00:00:00,2025-04-16 00:00:00,12.508332255864701,76.86286775943785,House Theft reported under city limits of Mandya. Modus operandi: insider info.
126,104080015202600005,202600005,2026-05-30,45,15,1,2,2,3,2,,2026-05-27 00:00:00,2026-05-28 00:00:00,2026-05-30 00:00:00,16.79971970830094,75.63130140193738,Chain Snatching reported under city limits of Vijayapura. Modus operandi: two wheeler getaway.
127,104080015202500004,202500004,2025-07-02,44,15,1,2,2,3,2,,2025-07-02 00:00:00,2025-07-03 00:00:00,2025-07-02 00:00:00,16.79714055176806,75.67004688002169,Chain Snatching reported under city limits of Vijayapura. Modus operandi: crowded market.
128,104060011202500003,202500003,2025-09-11,33,11,1,2,2,3,1,,2025-09-11 00:00:00,2025-09-12 00:00:00,2025-09-11 00:00:00,17.355191682458667,76.75241154488474,Chain Snatching reported under city limits of Kalaburagi. Modus operandi: two wheeler getaway.
129,104030006202500002,202500002,2025-01-28,16,6,1,2,2,4,1,,2025-01-26 00:00:00,2025-01-27 00:00:00,2025-01-28 00:00:00,12.927807796214148,74.8316509418087,Vehicle Theft reported under rural limits of Dakshina Kannada. Modus operandi: duplicate key.
130,104110021202500006,202500006,2025-12-09,63,21,1,2,3,10,2,,2025-12-07 00:00:00,2025-12-08 00:00:00,2025-12-09 00:00:00,13.363722314519435,74.8054854114497,Cheating & Fraud reported under city limits of Udupi. Modus operandi: impersonation.
131,104070013202600003,202600003,2026-01-11,37,13,1,2,5,15,2,,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-11 00:00:00,15.132737957747281,77.00087203285527,Rioting reported under city limits of Ballari. Modus operandi: mob.
132,104060012202600004,202600004,2026-06-25,34,12,1,2,2,1,3,6,2026-06-23 00:00:00,2026-06-24 00:00:00,2026-06-25 00:00:00,17.319472409293798,76.85373303694483,Burglary reported under rural limits of Kalaburagi. Modus operandi: night break in.
133,104060011202500004,202500004,2025-07-10,32,11,1,2,2,2,3,6,2025-07-09 00:00:00,2025-07-10 00:00:00,2025-07-10 00:00:00,17.28894089578446,76.86559359949845,House Theft reported under city limits of Kalaburagi. Modus operandi: lock breaking.
134,104030005202600006,202600006,2026-02-14,14,5,1,2,2,4,2,,2026-02-13 00:00:00,2026-02-14 00:00:00,2026-02-14 00:00:00,12.989362606339528,74.90033483492117,Vehicle Theft reported under city limits of Dakshina Kannada. Modus operandi: vehicle lifting.
135,804080016202600001,202600001,2026-03-22,48,16,8,1,2,5,3,8,2026-03-22 00:00:00,2026-03-23 00:00:00,2026-03-22 00:00:00,16.818578029828892,75.66272150254342,Robbery reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
136,804040007202500001,202500001,2025-08-23,19,7,8,1,1,7,2,,2025-08-21 00:00:00,2025-08-22 00:00:00,2025-08-23 00:00:00,15.289577774990162,75.13186139867733,Murder reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
137,104070013202500002,202500002,2025-10-11,39,13,1,2,1,9,2,,2025-10-11 00:00:00,2025-10-12 00:00:00,2025-10-11 00:00:00,15.115136493128352,76.91405302080662,Assault reported under city limits of Ballari. Modus operandi: street fight.
138,104030005202600007,202600007,2026-05-29,15,5,1,1,1,7,3,3,2026-05-26 00:00:00,2026-05-27 00:00:00,2026-05-29 00:00:00,12.942055559408292,74.84534102324768,Murder reported under city limits of Dakshina Kannada. Modus operandi: personal enmity.
139,104090017202500002,202500002,2025-12-06,50,17,1,2,2,2,1,,2025-12-06 00:00:00,2025-12-07 00:00:00,2025-12-06 00:00:00,13.946499978148006,75.62263646452632,House Theft reported under city limits of Shivamogga. Modus operandi: lock breaking.
140,104080016202600002,202600002,2026-02-27,47,16,1,2,2,3,3,8,2026-02-24 00:00:00,2026-02-25 00:00:00,2026-02-27 00:00:00,16.819891859330053,75.67040886742994,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
141,104020003202600006,202600006,2026-02-02,8,3,1,1,6,12,1,,2026-02-01 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,12.21155482071843,76.69926102811526,Drug Trafficking reported under city limits of Mysuru. Modus operandi: drug courier.
142,104040008202600004,202600004,2026-05-08,23,8,1,2,5,15,1,,2026-05-08 00:00:00,2026-05-09 00:00:00,2026-05-08 00:00:00,15.343390482503734,75.16838753995113,Rioting reported under rural limits of Hubballi-Dharwad. Modus operandi: mob.
143,104120023202600004,202600004,2026-04-20,68,23,1,2,4,11,2,,2026-04-20 00:00:00,2026-04-21 00:00:00,2026-04-20 00:00:00,12.495201804931462,76.83228057709951,Cybercrime reported under city limits of Mandya. Modus operandi: fake upi link.
144,104110021202600002,202600002,2026-03-16,61,21,1,2,2,4,2,,2026-03-16 00:00:00,2026-03-17 00:00:00,2026-03-16 00:00:00,13.339054414682648,74.67088259375691,Vehicle Theft reported under city limits of Udupi. Modus operandi: vehicle lifting.
145,104050009202600004,202600004,2026-01-23,26,9,1,1,1,7,2,,2026-01-22 00:00:00,2026-01-23 00:00:00,2026-01-23 00:00:00,15.886168205056153,74.53612628188431,Murder reported under city limits of Belagavi. Modus operandi: premeditated.
146,104040008202500001,202500001,2025-11-01,24,8,1,1,2,6,4,4,2025-10-31 00:00:00,2025-11-01 00:00:00,2025-11-01 00:00:00,15.400572638984583,75.12184607753157,Dacoity reported under rural limits of Hubballi-Dharwad. Modus operandi: armed robbery.
147,104060011202600004,202600004,2026-05-17,32,11,1,2,2,4,2,,2026-05-17 00:00:00,2026-05-18 00:00:00,2026-05-17 00:00:00,17.28335406219382,76.80984644286167,Vehicle Theft reported under city limits of Kalaburagi. Modus operandi: vehicle lifting.
148,104010002202600002,202600002,2026-05-24,6,2,1,1,1,13,2,,2026-05-23 00:00:00,2026-05-24 00:00:00,2026-05-24 00:00:00,12.991233105346002,77.60566232805643,Kidnapping reported under rural limits of Bengaluru Urban. Modus operandi: ransom.
149,104100020202600003,202600003,2026-01-26,58,20,1,1,2,5,3,10,2026-01-24 00:00:00,2026-01-25 00:00:00,2026-01-26 00:00:00,13.427553367777355,77.17996831960063,Robbery reported under rural limits of Tumakuru. Modus operandi: two wheeler getaway.
150,304050010202500001,202500001,2025-04-10,29,10,3,2,2,4,2,,2025-04-10 00:00:00,2025-04-11 00:00:00,2025-04-10 00:00:00,15.927212434041127,74.51305329259466,Vehicle Theft reported under rural limits of Belagavi. Modus operandi: vehicle lifting.
151,104120024202600001,202600001,2026-02-03,71,24,1,2,2,4,3,12,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-03 00:00:00,12.452687428100221,76.85892780478075,Vehicle Theft reported under rural limits of Mandya. Modus operandi: duplicate key.
152,104070013202500003,202500003,2025-09-30,39,13,1,2,2,3,1,,2025-09-30 00:00:00,2025-10-01 00:00:00,2025-09-30 00:00:00,15.087137455237658,76.87353634713088,Chain Snatching reported under city limits of Ballari. Modus operandi: crowded market.
153,104050009202600005,202600005,2026-03-17,25,9,1,2,5,15,2,,2026-03-14 00:00:00,2026-03-15 00:00:00,2026-03-17 00:00:00,15.938592435892485,74.4354428351296,Rioting reported under city limits of Belagavi. Modus operandi: mob.
154,104090017202500003,202500003,2025-01-23,49,17,1,1,1,13,3,9,2025-01-23 00:00:00,2025-01-24 00:00:00,2025-01-23 00:00:00,13.989240737946332,75.49679517444633,Kidnapping reported under city limits of Shivamogga. Modus operandi: ransom.
155,104060012202600005,202600005,2026-01-29,35,12,1,1,1,8,2,,2026-01-26 00:00:00,2026-01-27 00:00:00,2026-01-29 00:00:00,17.30723038242925,76.80651586756873,Attempt to Murder reported under rural limits of Kalaburagi. Modus operandi: gang rivalry.
156,104090017202600007,202600007,2026-05-22,49,17,1,1,2,5,3,9,2026-05-19 00:00:00,2026-05-20 00:00:00,2026-05-22 00:00:00,13.946308076109364,75.51408843954503,Robbery reported under city limits of Shivamogga. Modus operandi: armed robbery.
157,104060012202600006,202600006,2026-06-27,36,12,1,2,2,1,2,,2026-06-25 00:00:00,2026-06-26 00:00:00,2026-06-27 00:00:00,17.356124864130095,76.83509883359372,Burglary reported under rural limits of Kalaburagi. Modus operandi: night break in.
158,304090017202600001,202600001,2026-01-21,49,17,3,2,5,15,2,,2026-01-21 00:00:00,2026-01-22 00:00:00,2026-01-21 00:00:00,13.98908163789902,75.65194162073489,Rioting reported under city limits of Shivamogga. Modus operandi: mob.
159,104040008202600005,202600005,2026-05-02,24,8,1,2,3,10,3,4,2026-05-02 00:00:00,2026-05-03 00:00:00,2026-05-02 00:00:00,15.441114022091774,75.15152494709565,Cheating & Fraud reported under rural limits of Hubballi-Dharwad. Modus operandi: impersonation.
160,104020003202500005,202500005,2025-11-06,7,3,1,2,2,2,2,,2025-11-03 00:00:00,2025-11-04 00:00:00,2025-11-06 00:00:00,12.247498610619642,76.5627269395493,House Theft reported under city limits of Mysuru. Modus operandi: lock breaking.
161,104100019202500002,202500002,2025-04-29,57,19,1,1,3,16,2,,2025-04-28 00:00:00,2025-04-29 00:00:00,2025-04-29 00:00:00,13.260508122243545,77.11081686054375,Counterfeiting reported under city limits of Tumakuru. Modus operandi: fake currency.
162,104040008202600006,202600006,2026-04-13,22,8,1,2,4,11,1,,2026-04-10 00:00:00,2026-04-11 00:00:00,2026-04-13 00:00:00,15.441939658916368,75.10532838343735,Cybercrime reported under rural limits of Hubballi-Dharwad. Modus operandi: otp fraud.
163,104080016202500004,202500004,2025-07-26,48,16,1,2,2,3,2,,2025-07-23 00:00:00,2025-07-24 00:00:00,2025-07-26 00:00:00,16.889100084826165,75.67015480565838,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
164,104020004202500001,202500001,2025-05-31,10,4,1,1,5,14,2,,2025-05-28 00:00:00,2025-05-29 00:00:00,2025-05-31 00:00:00,12.22642315621879,76.56321643850356,Extortion reported under rural limits of Mysuru. Modus operandi: gang operation.
165,104070013202500004,202500004,2025-11-14,39,13,1,1,6,12,1,,2025-11-11 00:00:00,2025-11-12 00:00:00,2025-11-14 00:00:00,15.109261521683633,76.88024670087137,Drug Trafficking reported under city limits of Ballari. Modus operandi: drug courier.
166,104010001202600004,202600004,2026-05-06,2,1,1,2,2,3,2,,2026-05-06 00:00:00,2026-05-07 00:00:00,2026-05-06 00:00:00,13.055433300899715,77.57492613530289,Chain Snatching reported under city limits of Bengaluru Urban. Modus operandi: two wheeler getaway.
167,104070013202600004,202600004,2026-04-15,39,13,1,2,5,15,1,,2026-04-13 00:00:00,2026-04-14 00:00:00,2026-04-15 00:00:00,15.187021487616562,76.86906658536624,Rioting reported under city limits of Ballari. Modus operandi: mob.
168,104020004202500002,202500002,2025-11-18,12,4,1,2,2,1,2,,2025-11-16 00:00:00,2025-11-17 00:00:00,2025-11-18 00:00:00,12.258939555654488,76.64001411857605,Burglary reported under rural limits of Mysuru. Modus operandi: lock breaking.
169,804020004202500001,202500001,2025-08-22,10,4,8,2,2,4,2,,2025-08-19 00:00:00,2025-08-20 00:00:00,2025-08-22 00:00:00,12.38055712652318,76.57600363269037,Vehicle Theft reported under rural limits of Mysuru. Modus operandi: vehicle lifting.
170,104110022202600002,202600002,2026-01-26,64,22,1,1,1,13,2,,2026-01-26 00:00:00,2026-01-27 00:00:00,2026-01-26 00:00:00,13.312930305517837,74.67709044531955,Kidnapping reported under rural limits of Udupi. Modus operandi: ransom.
171,104120024202600002,202600002,2026-07-02,71,24,1,1,1,8,2,,2026-07-02 00:00:00,2026-07-03 00:00:00,2026-07-02 00:00:00,12.469669645591825,76.86731292844712,Attempt to Murder reported under rural limits of Mandya. Modus operandi: gang rivalry.
172,104110022202500005,202500005,2025-12-01,64,22,1,1,2,6,3,11,2025-11-30 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,13.41977093062047,74.68339941557534,Dacoity reported under rural limits of Udupi. Modus operandi: gang operation.
173,104110021202600003,202600003,2026-06-27,63,21,1,2,2,3,1,,2026-06-25 00:00:00,2026-06-26 00:00:00,2026-06-27 00:00:00,13.285032418506779,74.70430414573792,Chain Snatching reported under city limits of Udupi. Modus operandi: two wheeler getaway.
174,104080015202600006,202600006,2026-03-06,44,15,1,2,2,4,2,,2026-03-03 00:00:00,2026-03-04 00:00:00,2026-03-06 00:00:00,16.83034979227912,75.66552874776069,Vehicle Theft reported under city limits of Vijayapura. Modus operandi: vehicle lifting.
175,104030005202600008,202600008,2026-04-01,14,5,1,2,5,15,2,,2026-03-31 00:00:00,2026-04-01 00:00:00,2026-04-01 00:00:00,12.958843046471848,74.84855946699064,Rioting reported under city limits of Dakshina Kannada. Modus operandi: mob.
176,104010002202600003,202600003,2026-05-29,4,2,1,2,2,4,2,,2026-05-28 00:00:00,2026-05-29 00:00:00,2026-05-29 00:00:00,12.905643039768004,77.60231657053846,Vehicle Theft reported under rural limits of Bengaluru Urban. Modus operandi: duplicate key.
177,104030006202600003,202600003,2026-03-17,17,6,1,1,2,5,4,3,2026-03-14 00:00:00,2026-03-15 00:00:00,2026-03-17 00:00:00,12.842210304856673,74.91620618570968,Robbery reported under rural limits of Dakshina Kannada. Modus operandi: two wheeler getaway.
178,104060012202600007,202600007,2026-06-29,36,12,1,2,2,3,3,6,2026-06-26 00:00:00,2026-06-27 00:00:00,2026-06-29 00:00:00,17.351352060439808,76.85098104129378,Chain Snatching reported under rural limits of Kalaburagi. Modus operandi: crowded market.
179,104030005202500003,202500003,2025-07-07,13,5,1,2,4,11,3,3,2025-07-04 00:00:00,2025-07-05 00:00:00,2025-07-07 00:00:00,12.839373115751332,74.85601817217562,Cybercrime reported under city limits of Dakshina Kannada. Modus operandi: fake upi link.
180,104050010202600004,202600004,2026-02-27,30,10,1,2,2,2,1,,2026-02-24 00:00:00,2026-02-25 00:00:00,2026-02-27 00:00:00,15.928725528747588,74.5204416387014,House Theft reported under rural limits of Belagavi. Modus operandi: lock breaking.
181,104100020202500002,202500002,2025-02-15,59,20,1,2,4,11,3,10,2025-02-14 00:00:00,2025-02-15 00:00:00,2025-02-15 00:00:00,13.29873493163809,77.16210912273284,Cybercrime reported under rural limits of Tumakuru. Modus operandi: impersonation.
182,104060012202600008,202600008,2026-04-12,35,12,1,2,2,3,4,6,2026-04-10 00:00:00,2026-04-11 00:00:00,2026-04-12 00:00:00,17.282396179137564,76.86124288582076,Chain Snatching reported under rural limits of Kalaburagi. Modus operandi: two wheeler getaway.
183,104060012202600009,202600009,2026-03-22,36,12,1,2,3,10,2,,2026-03-22 00:00:00,2026-03-23 00:00:00,2026-03-22 00:00:00,17.393846865317595,76.84507265145257,Cheating & Fraud reported under rural limits of Kalaburagi. Modus operandi: fake investment.
184,104100019202600006,202600006,2026-06-15,56,19,1,1,1,8,4,10,2026-06-12 00:00:00,2026-06-13 00:00:00,2026-06-15 00:00:00,13.269930744682997,77.08262985675614,Attempt to Murder reported under city limits of Tumakuru. Modus operandi: gang rivalry.
185,104040007202500004,202500004,2025-11-23,19,7,1,2,2,4,2,,2025-11-20 00:00:00,2025-11-21 00:00:00,2025-11-23 00:00:00,15.283779381618649,75.05424966791738,Vehicle Theft reported under city limits of Hubballi-Dharwad. Modus operandi: vehicle lifting.
186,104020004202600002,202600002,2026-03-24,10,4,1,2,2,2,2,,2026-03-23 00:00:00,2026-03-24 00:00:00,2026-03-24 00:00:00,12.299194734319299,76.61418373937774,House Theft reported under rural limits of Mysuru. Modus operandi: insider info.
187,104060011202500005,202500005,2025-06-06,33,11,1,1,5,14,2,,2025-06-03 00:00:00,2025-06-04 00:00:00,2025-06-06 00:00:00,17.369470654579622,76.82745324612428,Extortion reported under city limits of Kalaburagi. Modus operandi: threat call.
188,104040007202500005,202500005,2025-05-03,19,7,1,2,5,15,2,,2025-05-01 00:00:00,2025-05-02 00:00:00,2025-05-03 00:00:00,15.380185342061147,75.11808915501553,Rioting reported under city limits of Hubballi-Dharwad. Modus operandi: communal.
189,104080015202600007,202600007,2026-04-20,44,15,1,2,4,11,3,8,2026-04-17 00:00:00,2026-04-18 00:00:00,2026-04-20 00:00:00,16.782608362855203,75.79469032761641,Cybercrime reported under city limits of Vijayapura. Modus operandi: impersonation.
190,104030005202600009,202600009,2026-05-23,13,5,1,2,3,10,2,,2026-05-21 00:00:00,2026-05-22 00:00:00,2026-05-23 00:00:00,12.967824350980482,74.80872602487355,Cheating & Fraud reported under city limits of Dakshina Kannada. Modus operandi: fake investment.
191,304120024202600001,202600001,2026-06-08,70,24,3,2,2,3,4,12,2026-06-05 00:00:00,2026-06-06 00:00:00,2026-06-08 00:00:00,12.603858797755278,76.96043262658138,Chain Snatching reported under rural limits of Mandya. Modus operandi: crowded market.
192,104120024202600003,202600003,2026-04-21,70,24,1,1,3,16,4,12,2026-04-21 00:00:00,2026-04-22 00:00:00,2026-04-21 00:00:00,12.586643176698312,76.89281055660881,Counterfeiting reported under rural limits of Mandya. Modus operandi: fake currency.
193,104030006202600004,202600004,2026-04-20,16,6,1,2,3,10,3,3,2026-04-20 00:00:00,2026-04-21 00:00:00,2026-04-20 00:00:00,12.856740048600733,74.9243466805145,Cheating & Fraud reported under rural limits of Dakshina Kannada. Modus operandi: fake investment.
194,104040008202600007,202600007,2026-05-08,23,8,1,1,1,13,2,,2026-05-06 00:00:00,2026-05-07 00:00:00,2026-05-08 00:00:00,15.290926275856606,75.07862730177678,Kidnapping reported under rural limits of Hubballi-Dharwad. Modus operandi: personal enmity.
195,104060012202500003,202500003,2025-07-21,34,12,1,1,1,13,2,,2025-07-21 00:00:00,2025-07-22 00:00:00,2025-07-21 00:00:00,17.347777742713504,76.9060950364668,Kidnapping reported under rural limits of Kalaburagi. Modus operandi: personal enmity.
196,304110022202600001,202600001,2026-02-22,65,22,3,1,5,14,2,,2026-02-19 00:00:00,2026-02-20 00:00:00,2026-02-22 00:00:00,13.251472344637476,74.73537506782486,Extortion reported under rural limits of Udupi. Modus operandi: gang operation.
197,104080016202500005,202500005,2025-06-04,48,16,1,2,3,10,3,8,2025-06-03 00:00:00,2025-06-04 00:00:00,2025-06-04 00:00:00,16.882260084166006,75.72894877181854,Cheating & Fraud reported under rural limits of Vijayapura. Modus operandi: fake investment.
198,104080016202600003,202600003,2026-07-09,48,16,1,2,4,11,2,,2026-07-06 00:00:00,2026-07-07 00:00:00,2026-07-09 00:00:00,16.78192878907528,75.62185451271478,Cybercrime reported under rural limits of Vijayapura. Modus operandi: impersonation.
199,104100020202500003,202500003,2025-04-02,60,20,1,1,1,7,3,10,2025-04-02 00:00:00,2025-04-03 00:00:00,2025-04-02 00:00:00,13.37562497403901,77.07334515631217,Murder reported under rural limits of Tumakuru. Modus operandi: premeditated.
200,804090018202500001,202500001,2025-04-05,52,18,8,2,2,3,2,,2025-04-02 00:00:00,2025-04-03 00:00:00,2025-04-05 00:00:00,13.844633401536942,75.58445334429331,Chain Snatching reported under rural limits of Shivamogga. Modus operandi: crowded market.
201,104110021202600004,202600004,2026-07-15,63,21,1,2,2,4,3,11,2026-07-14 00:00:00,2026-07-15 00:00:00,2026-07-15 00:00:00,13.260821568594872,74.6836600959491,Vehicle Theft reported under city limits of Udupi. Modus operandi: vehicle lifting.
202,104100020202500004,202500004,2025-11-18,60,20,1,1,6,12,3,10,2025-11-18 00:00:00,2025-11-19 00:00:00,2025-11-18 00:00:00,13.2672897631485,77.05662241345756,Drug Trafficking reported under rural limits of Tumakuru. Modus operandi: drug courier.
203,104070014202600002,202600002,2026-04-12,41,14,1,1,3,16,2,,2026-04-09 00:00:00,2026-04-10 00:00:00,2026-04-12 00:00:00,15.086530234339275,76.99985418570564,Counterfeiting reported under rural limits of Ballari. Modus operandi: syndicate.
204,104090017202600008,202600008,2026-03-22,51,17,1,2,2,3,2,,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-22 00:00:00,13.937902948737703,75.50550720721428,Chain Snatching reported under city limits of Shivamogga. Modus operandi: crowded market.
205,104050009202600006,202600006,2026-05-02,25,9,1,1,2,5,2,,2026-04-30 00:00:00,2026-05-01 00:00:00,2026-05-02 00:00:00,15.911875034289249,74.5426545141356,Robbery reported under city limits of Belagavi. Modus operandi: armed robbery.
206,104020003202500006,202500006,2025-09-23,9,3,1,2,4,11,2,,2025-09-21 00:00:00,2025-09-22 00:00:00,2025-09-23 00:00:00,12.263030735938065,76.64276322414688,Cybercrime reported under city limits of Mysuru. Modus operandi: fake upi link.
207,104040007202600006,202600006,2026-06-05,20,7,1,1,5,14,4,4,2026-06-04 00:00:00,2026-06-05 00:00:00,2026-06-05 00:00:00,15.41698535037022,75.16531996757351,Extortion reported under city limits of Hubballi-Dharwad. Modus operandi: gang operation.
208,804010001202500001,202500001,2025-09-01,1,1,8,2,3,10,4,1,2025-08-30 00:00:00,2025-08-31 00:00:00,2025-09-01 00:00:00,13.052559611372091,77.63382927788925,Cheating & Fraud reported under city limits of Bengaluru Urban. Modus operandi: fake investment.
209,104010002202600004,202600004,2026-06-10,5,2,1,2,2,2,3,1,2026-06-08 00:00:00,2026-06-09 00:00:00,2026-06-10 00:00:00,12.98843809854556,77.53749695900399,House Theft reported under rural limits of Bengaluru Urban. Modus operandi: lock breaking.
210,104030005202600010,202600010,2026-05-03,15,5,1,1,5,14,4,3,2026-05-02 00:00:00,2026-05-03 00:00:00,2026-05-03 00:00:00,12.983408790145441,74.89546393957826,Extortion reported under city limits of Dakshina Kannada. Modus operandi: gang operation.
211,104080016202500006,202500006,2025-05-29,46,16,1,2,3,10,2,,2025-05-29 00:00:00,2025-05-30 00:00:00,2025-05-29 00:00:00,16.810621599354597,75.72491086624096,Cheating & Fraud reported under rural limits of Vijayapura. Modus operandi: fake investment.
212,104050010202600005,202600005,2026-07-13,29,10,1,1,1,7,2,,2026-07-10 00:00:00,2026-07-11 00:00:00,2026-07-13 00:00:00,15.851172713672556,74.47038649982288,Murder reported under rural limits of Belagavi. Modus operandi: personal enmity.
213,804020003202500001,202500001,2025-04-08,8,3,8,2,2,2,4,2,2025-04-06 00:00:00,2025-04-07 00:00:00,2025-04-08 00:00:00,12.361227536135539,76.5633375575492,House Theft reported under city limits of Mysuru. Modus operandi: insider info.
214,104070013202500005,202500005,2025-05-16,37,13,1,2,1,9,2,,2025-05-16 00:00:00,2025-05-17 00:00:00,2025-05-16 00:00:00,15.208924048818275,76.97597063913811,Assault reported under city limits of Ballari. Modus operandi: street fight.
215,104010002202500001,202500001,2025-07-27,4,2,1,2,2,4,2,,2025-07-24 00:00:00,2025-07-25 00:00:00,2025-07-27 00:00:00,12.967884319171683,77.54987647150215,Vehicle Theft reported under rural limits of Bengaluru Urban. Modus operandi: duplicate key.
216,104110021202500007,202500007,2025-02-09,63,21,1,1,1,7,2,,2025-02-06 00:00:00,2025-02-07 00:00:00,2025-02-09 00:00:00,13.397775630114227,74.75092198384962,Murder reported under city limits of Udupi. Modus operandi: personal enmity.
217,104070014202600003,202600003,2026-06-30,42,14,1,2,2,4,2,,2026-06-30 00:00:00,2026-07-01 00:00:00,2026-06-30 00:00:00,15.102443932681904,76.9619309601687,Vehicle Theft reported under rural limits of Ballari. Modus operandi: vehicle lifting.
218,104120023202500002,202500002,2025-11-15,68,23,1,2,2,4,1,,2025-11-12 00:00:00,2025-11-13 00:00:00,2025-11-15 00:00:00,12.593999258806184,76.91136640756353,Vehicle Theft reported under city limits of Mandya. Modus operandi: duplicate key.
219,104070014202600004,202600004,2026-03-19,42,14,1,2,3,10,3,7,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-03-19 00:00:00,15.116749320496433,76.8476290151883,Cheating & Fraud reported under rural limits of Ballari. Modus operandi: impersonation.
